DataSetID|EntitySortOrder|ColumnPosition|AttributeID|AttributeName|AttributeLabel|Description|StorageType|MeasurementScaleDomainID|FormatString|PrecisionDateTime|Enumeration_xml|TextPatternDefinition|Unit|PrecisionNumeric|NumberType|Bounds_xml|MissingValueCode_xml
31|4|35|m_bottom_watercolumn_temperature_sbe39_C|bottom_watercolumn_temperature_sbe39_C|Lower water column depth averaged temperature|Lower water column depth averaged temperature ( < 6m hab) (sbe39s only)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|4|37|m_temperature_shallow_sbe37_C|temperature_shallow_sbe37_C|Upper temperature|Upper temperature (mooored sbe37 CTD) (approx hab 14 to 17m)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|4|38|m_data_coverage_temperature_shallow_sbe37_C|data_coverage_temperature_shallow_sbe37_C|Data coverage|Fraction of data points available out of those possible for temperature_shallow_sbe37_C|float|ratio|||||fraction|0.01|real||
31|4|39|m_salinity_shallow_sbe37_psu|salinity_shallow_sbe37_psu|Upper salinity|Upper salinity (mooored sbe37 CTD)|float|ratio|||||dimensionless|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|4|40|m_data_coverage_salinity_shallow_sbe37_psu|data_coverage_salinity_shallow_sbe37_psu|Data coverage|Fraction of data points available out of those possible for salinity_shallow_sbe37_psu|float|ratio|||||fraction|0.01|real||
31|4|41|m_density_shallow_sbe37_sigt|density_shallow_sbe37_sigt|Upper density|Upper density (mooored sbe37 CTD)|float|ratio|||||kilogramPerMeterCubed|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|4|42|m_data_coverage_density_shallow_sbe37_sigt|data_coverage_density_shallow_sbe37_sigt|Data coverage|Fraction of data points available out of those possible for density_shallow_sbe37_sigt|float|ratio|||||fraction|0.01|real||
31|4|43|m_temperature_deeper_sbe37_C|temperature_deeper_sbe37_C|Lower temperature|Lower temperature (moored sbe37 CTD) (approx hab 4 to 6m)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|4|44|m_data_coverage_temperature_deeper_sbe37_C|data_coverage_temperature_deeper_sbe37_C|Data coverage|Fraction of data points available out of those possible for temperature_deeper_sbe37_C|float|ratio|||||fraction|0.01|real||
31|4|45|m_salinity_deeper_sbe37_psu|salinity_deeper_sbe37_psu|Lower salinity|Lower salinity (moored sbe37 CTD)|float|ratio|||||dimensionless|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|4|46|m_data_coverage_salinity_deeper_sbe37_psu|data_coverage_salinity_deeper_sbe37_psu|Data coverage|Fraction of data points available out of those possible for salinity_deeper_sbe37_psu|float|ratio|||||fraction|0.01|real||
31|4|47|m_density_deeper_sbe37_sigt|density_deeper_sbe37_sigt|Lower density|Lower density (moored sbe37 CTD) sigma-theta: Density anomaly calculated with in situ salinity, potential temperature and pressure=0. sigmatheta = density[kg/m3] - 1000kg/m3. (International Equation of State, Joint Panel on Oceanographic Tables and Standards, 1981)|float|ratio|||||kilogramPerMeterCubed|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|4|48|m_data_coverage_density_deeper_sbe37_sigt|data_coverage_density_deeper_sbe37_sigt|Data coverage|Fraction of data points available out of those possible for density_deeper_sbe37_sigt|float|ratio|||||fraction|0.01|real||
31|5|3|y_along_shore_velocity_bottom_mps|along_shore_velocity_bottom_mps|Along shore water velocity bottom bin|Along shore water velocity bottom bin (m/s) (eastward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|4|y_data_coverage_along_shore_velocity_bottom_mps|data_coverage_along_shore_velocity_bottom_mps|Data coverage|Fraction of data points available out of those possible for along_shore_velocity_bottom_mps|float|ratio|||||fraction|0.01|real||
31|5|5|y_along_shore_velocity_surface_mps|along_shore_velocity_surface_mps|Along shore water velocity near surface|Along shore water velocity near surface bin (m/s) (eastward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|6|y_data_coverage_along_shore_velocity_surface_mps|data_coverage_along_shore_velocity_surface_mps|Data coverage|Fraction of data points available out of those possible for along_shore_velocity_surface_mps|float|ratio|||||fraction|0.01|real||
31|5|7|y_across_shore_velocity_bottom_mps|across_shore_velocity_bottom_mps|Across shore water velocity bottom|Across shore water velocity bottom bin (m/s) (northward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|8|y_data_coverage_across_shore_velocity_bottom_mps|data_coverage_across_shore_velocity_bottom_mps|Data coverage|Fraction of data points available out of those possible for across_shore_velocity_bottom_mps|float|ratio|||||fraction|0.01|real||
31|5|9|y_across_shore_velocity_surface_mps|across_shore_velocity_surface_mps|Across shore water velocity near surface|Across shore water velocity near surface bin (m/s) (northward flow positive) (vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|10|y_data_coverage_across_shore_velocity_surface_mps|data_coverage_across_shore_velocity_surface_mps|Data coverage|Fraction of data points available out of those possible for across_shore_velocity_surface_mps|float|ratio|||||fraction|0.01|real||
31|5|11|y_current_speed_bottom_mps|current_speed_bottom_mps|Water current speed bottom|Water current speed bottom bin (m/s) (not a vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|12|y_data_coverage_current_speed_bottom_mps|data_coverage_current_speed_bottom_mps|Data coverage|Fraction of data points available out of those possible for current_speed_bottom_mps|float|ratio|||||fraction|0.01|real||
31|5|13|y_current_speed_surface_mps|current_speed_surface_mps|Water current speed near surface|Water current speed near surface bin (m/s) (not a vector average)|float|ratio|||||metersPerSecond|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|14|y_data_coverage_current_speed_surface_mps|data_coverage_current_speed_surface_mps|Data coverage|Fraction of data points available out of those possible for current_speed_surface_mps|float|ratio|||||fraction|0.01|real||
31|5|15|y_wave_power_adcp|wave_power_adcp|Wave power|Wave power (adcp) (rho * g * Hs^2 * Tp) This is the wave power per meter of wave crest.|float|ratio|||||wattsPerMeter|100|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|16|y_data_coverage_wave_power_adcp|data_coverage_wave_power_adcp|Data coverage|Fraction of data points available out of those possible for wave_power_adcp|float|ratio|||||fraction|0.01|real||
31|5|17|y_wave_ht_adcp_m|wave_ht_adcp_m|Significant wave height|Significant wave height (adcp) (m)|float|ratio|||||meter|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|18|y_data_coverage_wave_ht_adcp_m|data_coverage_wave_ht_adcp_m|Data coverage|Fraction of data points available out of those possible for wave_ht_adcp_m|float|ratio|||||fraction|0.01|real||
31|5|19|y_wave_period_adcp_sec|wave_period_adcp_sec|Dominant wave period|Dominant wave period (adcp) (sec)|float|ratio|||||second|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|20|y_data_coverage_wave_period_adcp_sec|data_coverage_wave_period_adcp_sec|Data coverage|Fraction of data points available out of those possible for wave_period_adcp_sec|float|ratio|||||fraction|0.01|real||
31|5|21|y_wave_direction_adcp_degtrue|wave_direction_adcp_degtrue|Wave direction|Wave direction (adcp) (from, degrees true)|float|ratio|||||degree|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|22|y_data_coverage_wave_direction_adcp_degtrue|data_coverage_wave_direction_adcp_degtrue|Data coverage|Fraction of data points available out of those possible for wave_direction_adcp_degtrue|float|ratio|||||fraction|0.01|real||
31|5|23|y_wave_power_sbe26|wave_power_sbe26|Wave power|Wave power (SBE26) (rho *g * Hs^2 * Tp) This is the wave power per meter of wave crest.|float|ratio|||||wattsPerMeter|100|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|24|y_data_coverage_wave_power_sbe26|data_coverage_wave_power_sbe26|Data coverage|Fraction of data points available out of those possible for wave_power_sbe26|float|ratio|||||fraction|0.01|real||
31|5|25|y_wave_ht_sbe26_m|wave_ht_sbe26_m|Significant wave height|Significant wave height (SBE26) (m)|float|ratio|||||meter|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|26|y_data_coverage_wave_ht_sbe26_m|data_coverage_wave_ht_sbe26_m|Data coverage|Fraction of data points available out of those possible for wave_ht_sbe26_m|float|ratio|||||fraction|0.01|real||
31|5|27|y_wave_period_sbe26_sec|wave_period_sbe26_sec|Dominant wave period|Dominant wave period (SBE26) (sec)|float|ratio|||||second|0.1|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|28|y_data_coverage_wave_period_sbe26_sec|data_coverage_wave_period_sbe26_sec|Data coverage|Fraction of data points available out of those possible for wave_period_sbe26_sec|float|ratio|||||fraction|0.01|real||
31|5|29|y_sea_surface_ht_sbe26_m|sea_surface_ht_sbe26_m|Sea surface height above bottom|Sea surface height above bottom (SBE26) (m)|float|ratio|||||meter|0.001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|30|y_data_coverage_sea_surface_ht_sbe26_m|data_coverage_sea_surface_ht_sbe26_m|Data coverage|Fraction of data points available out of those possible for sea_surface_ht_sbe26_m|float|ratio|||||fraction|0.01|real||
31|5|31|y_upper_watercolumn_temperature_sbe39_C|upper_watercolumn_temperature_sbe39_C|Upper water column depth averaged temperature|Upper water column depth averaged temperature (>13m hab*) (sbe39s only) *hab = height above bottom|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|32|y_data_coverage_upper_watercolumn_temperature_sbe39_C|data_coverage_upper_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for upper_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
31|5|33|y_middle_watercolumn_temperature_sbe39_C|middle_watercolumn_temperature_sbe39_C|Middle water column depth averaged temperature|Middle water column depth averaged temperature (>7m to <12m hab) (sbe39s only)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|34|y_data_coverage_middle_watercolumn_temperature_sbe39_C|data_coverage_middle_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for middle_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
31|5|35|y_bottom_watercolumn_temperature_sbe39_C|bottom_watercolumn_temperature_sbe39_C|Lower water column depth averaged temperature|Lower water column depth averaged temperature ( < 6m hab) (sbe39s only)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|36|y_data_coverage_bottom_watercolumn_temperature_sbe39_C|data_coverage_bottom_watercolumn_temperature_sbe39_C|Data coverage|Fraction of data points available out of those possible for bottom_watercolumn_temperature_sbe39_C|float|ratio|||||fraction|0.01|real||
31|5|37|y_temperature_shallow_sbe37_C|temperature_shallow_sbe37_C|Upper temperature|Upper temperature (mooored sbe37 CTD) (approx hab 14 to 17m)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|38|y_data_coverage_temperature_shallow_sbe37_C|data_coverage_temperature_shallow_sbe37_C|Data coverage|Fraction of data points available out of those possible for temperature_shallow_sbe37_C|float|ratio|||||fraction|0.01|real||
31|5|39|y_salinity_shallow_sbe37_psu|salinity_shallow_sbe37_psu|Upper salinity|Upper salinity (mooored sbe37 CTD)|float|ratio|||||dimensionless|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|40|y_data_coverage_salinity_shallow_sbe37_psu|data_coverage_salinity_shallow_sbe37_psu|Data coverage|Fraction of data points available out of those possible for salinity_shallow_sbe37_psu|float|ratio|||||fraction|0.01|real||
31|5|41|y_density_shallow_sbe37_sigt|density_shallow_sbe37_sigt|Upper density|Upper density (mooored sbe37 CTD)|float|ratio|||||kilogramPerMeterCubed|0.0001|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|5|42|y_data_coverage_density_shallow_sbe37_sigt|data_coverage_density_shallow_sbe37_sigt|Data coverage|Fraction of data points available out of those possible for density_shallow_sbe37_sigt|float|ratio|||||fraction|0.01|real||
31|5|43|y_temperature_deeper_sbe37_C|temperature_deeper_sbe37_C|Lower temperature|Lower temperature (moored sbe37 CTD) (approx hab 4 to 6m)|float|ratio|||||celsius|0.01|real||<missingValueCode><code>-999</code><codeExplanation>not available</codeExplanation></missingValueCode>
